timestamp,user,src_ip,action
2025-09-20 09:02:56,alice,192.168.0.26,login_success
2025-09-20 09:02:59,carol,192.168.0.31,login_success
2025-09-20 09:03:02,carol,192.168.0.12,login_failed
2025-09-20 09:03:07,carol,192.168.0.24,login_success
2025-09-20 09:03:09,bob,192.168.0.44,login_success
2025-09-20 09:03:15,carol,192.168.0.46,login_success
2025-09-20 09:03:17,alice,192.168.0.40,login_success
2025-09-20 09:03:22,bob,192.168.0.36,login_success
2025-09-20 09:03:26,bob,192.168.0.12,login_success
2025-09-20 09:03:30,dave,192.168.0.26,login_success
2025-09-20 09:03:34,carol,192.168.0.42,login_success
2025-09-20 09:03:37,erin,192.168.0.16,login_success
2025-09-20 09:03:39,carol,192.168.0.55,login_success
2025-09-20 09:03:42,alice,192.168.0.16,login_success
2025-09-20 09:03:49,alice,192.168.0.53,login_success
2025-09-20 09:03:53,carol,192.168.0.27,login_success
2025-09-20 09:04:00,carol,192.168.0.6,login_success
2025-09-20 09:04:02,bob,192.168.0.38,login_success
2025-09-20 09:04:09,carol,192.168.0.15,login_success
2025-09-20 09:04:15,dave,192.168.0.27,login_success
2025-09-20 09:04:22,dave,192.168.0.11,login_success
2025-09-20 09:04:24,carol,192.168.0.10,login_success
2025-09-20 09:04:27,bob,192.168.0.49,login_success
2025-09-20 09:04:33,erin,192.168.0.36,login_success
2025-09-20 09:04:35,carol,192.168.0.49,login_success
2025-09-20 09:04:40,erin,192.168.0.29,login_success
2025-09-20 09:04:46,erin,192.168.0.27,login_success
2025-09-20 09:04:52,carol,192.168.0.16,login_success
2025-09-20 09:04:56,bob,192.168.0.34,login_success
2025-09-20 09:05:01,dave,192.168.0.7,login_success
2025-09-20 09:05:07,alice,192.168.0.57,login_success
2025-09-20 09:05:13,alice,192.168.0.11,login_success
2025-09-20 09:05:18,bob,192.168.0.52,login_success
2025-09-20 09:05:23,dave,192.168.0.40,login_success
2025-09-20 09:05:27,alice,192.168.0.26,login_success
2025-09-20 09:05:32,dave,192.168.0.40,login_success
2025-09-20 09:05:39,dave,192.168.0.35,login_success
2025-09-20 09:05:41,carol,192.168.0.37,login_success
2025-09-20 09:05:43,alice,192.168.0.45,login_success
2025-09-20 09:05:45,alice,192.168.0.45,login_success
2025-09-20 09:05:52,erin,192.168.0.50,login_success
2025-09-20 09:05:54,carol,192.168.0.51,login_success
2025-09-20 09:05:56,carol,192.168.0.9,login_success
2025-09-20 09:06:01,carol,192.168.0.29,login_success
2025-09-20 09:06:05,bob,192.168.0.31,login_success
2025-09-20 09:06:07,alice,192.168.0.48,login_success
2025-09-20 09:06:14,carol,192.168.0.34,login_failed
2025-09-20 09:06:19,bob,192.168.0.34,login_success
2025-09-20 09:06:22,alice,192.168.0.57,login_success
2025-09-20 09:06:28,carol,192.168.0.55,login_success
2025-09-20 09:06:30,erin,192.168.0.40,login_success
2025-09-20 09:06:33,bob,192.168.0.11,login_success
2025-09-20 09:06:40,carol,192.168.0.50,login_success
2025-09-20 09:06:42,bob,192.168.0.36,login_success
2025-09-20 09:06:49,erin,192.168.0.2,login_success
2025-09-20 09:06:54,erin,192.168.0.22,login_success
2025-09-20 09:07:01,dave,192.168.0.3,login_success
2025-09-20 09:07:06,alice,192.168.0.25,login_success
2025-09-20 09:07:10,carol,192.168.0.17,login_success
2025-09-20 09:07:17,alice,192.168.0.17,login_success
2025-09-20 09:07:22,erin,192.168.0.7,login_failed
2025-09-20 09:07:29,alice,192.168.0.48,login_success
2025-09-20 09:07:31,dave,192.168.0.54,login_success
2025-09-20 09:07:35,alice,192.168.0.50,login_success
2025-09-20 09:07:41,erin,192.168.0.51,login_success
2025-09-20 09:07:46,bob,192.168.0.10,login_success
2025-09-20 09:07:50,dave,192.168.0.37,login_success
2025-09-20 09:07:54,bob,192.168.0.18,login_success
2025-09-20 09:07:59,erin,192.168.0.57,login_failed
2025-09-20 09:08:02,erin,192.168.0.29,login_success
2025-09-20 09:08:06,bob,192.168.0.36,login_success
2025-09-20 09:08:08,bob,192.168.0.47,login_success
2025-09-20 09:08:15,carol,192.168.0.27,login_success
2025-09-20 09:08:20,carol,192.168.0.30,login_success
2025-09-20 09:08:22,erin,192.168.0.30,login_success
2025-09-20 09:08:24,alice,192.168.0.17,login_success
2025-09-20 09:08:31,bob,192.168.0.6,login_success
2025-09-20 09:08:37,carol,192.168.0.3,login_success
2025-09-20 09:08:39,erin,192.168.0.37,login_success
2025-09-20 09:08:43,bob,192.168.0.39,login_success
2025-09-20 09:08:47,bob,192.168.0.2,login_success
2025-09-20 09:08:54,alice,192.168.0.47,login_success
2025-09-20 09:08:59,alice,192.168.0.16,login_success
2025-09-20 09:09:04,alice,192.168.0.59,login_success
2025-09-20 09:09:09,alice,192.168.0.57,login_success
2025-09-20 09:09:16,carol,192.168.0.6,login_failed
2025-09-20 09:09:18,erin,192.168.0.17,login_success
2025-09-20 09:09:25,carol,192.168.0.44,login_success
2025-09-20 09:09:32,dave,192.168.0.15,login_success
2025-09-20 09:09:38,erin,192.168.0.10,login_success
2025-09-20 09:09:40,erin,192.168.0.38,login_success
2025-09-20 09:09:47,dave,192.168.0.17,login_success
2025-09-20 09:09:52,dave,192.168.0.53,login_success
2025-09-20 09:09:56,dave,192.168.0.14,login_success
2025-09-20 09:09:58,alice,192.168.0.8,login_success
2025-09-20 09:10:02,dave,192.168.0.24,login_success
2025-09-20 09:10:09,dave,192.168.0.28,login_success
2025-09-20 09:10:16,dave,192.168.0.57,login_failed
2025-09-20 09:10:20,alice,192.168.0.45,login_success
2025-09-20 09:10:24,alice,192.168.0.5,login_success
2025-09-20 09:10:30,dave,192.168.0.48,login_success
2025-09-20 09:10:35,carol,192.168.0.53,login_success
2025-09-20 09:10:37,alice,192.168.0.17,login_success
2025-09-20 09:10:43,bob,192.168.0.14,login_success
2025-09-20 09:10:48,erin,192.168.0.30,login_success
2025-09-20 09:10:50,bob,192.168.0.29,login_success
2025-09-20 09:10:55,bob,192.168.0.19,login_failed
2025-09-20 09:11:01,dave,192.168.0.17,login_success
2025-09-20 09:11:08,alice,192.168.0.30,login_success
2025-09-20 09:11:10,erin,192.168.0.8,login_failed
2025-09-20 09:11:16,alice,192.168.0.43,login_success
2025-09-20 09:11:22,erin,192.168.0.55,login_success
2025-09-20 09:11:27,alice,192.168.0.7,login_success
2025-09-20 09:11:33,bob,192.168.0.12,login_success
2025-09-20 09:11:35,dave,192.168.0.33,login_success
2025-09-20 09:11:38,dave,192.168.0.15,login_success
2025-09-20 09:11:45,dave,192.168.0.59,login_success
2025-09-20 09:11:52,alice,192.168.0.12,login_success
2025-09-20 09:11:59,dave,192.168.0.2,login_success
2025-09-20 09:12:03,dave,192.168.0.18,login_success
2025-09-20 09:12:06,dave,192.168.0.20,login_success
2025-09-20 09:12:08,dave,192.168.0.46,login_success
2025-09-20 09:12:15,erin,192.168.0.44,login_success
2025-09-20 09:12:21,dave,192.168.0.11,login_success
2025-09-20 09:12:24,bob,192.168.0.20,login_success
2025-09-20 09:12:26,bob,192.168.0.5,login_success
2025-09-20 09:12:31,erin,192.168.0.49,login_success
2025-09-20 09:12:33,erin,192.168.0.5,login_success
2025-09-20 09:12:38,carol,192.168.0.5,login_success
2025-09-20 09:12:45,alice,192.168.0.39,login_success
2025-09-20 09:12:50,dave,192.168.0.34,login_success
2025-09-20 09:12:55,erin,192.168.0.12,login_success
2025-09-20 09:13:02,alice,192.168.0.34,login_success
2025-09-20 09:13:05,alice,192.168.0.56,login_success
2025-09-20 09:13:11,bob,192.168.0.6,login_success
2025-09-20 09:13:14,erin,192.168.0.6,login_success
2025-09-20 09:13:19,bob,192.168.0.27,login_success
2025-09-20 09:13:26,alice,192.168.0.58,login_success
2025-09-20 09:13:32,erin,192.168.0.17,login_success
2025-09-20 09:13:38,erin,192.168.0.40,login_success
2025-09-20 09:13:43,alice,192.168.0.41,login_success
2025-09-20 09:13:48,alice,192.168.0.28,login_success
2025-09-20 09:13:53,erin,192.168.0.38,login_success
2025-09-20 09:13:57,erin,192.168.0.22,login_success
2025-09-20 09:14:02,carol,192.168.0.15,login_success
2025-09-20 09:14:05,carol,192.168.0.17,login_success
2025-09-20 09:14:12,carol,192.168.0.27,login_success
2025-09-20 09:14:16,bob,192.168.0.44,login_success
2025-09-20 09:14:19,carol,192.168.0.31,login_success
2025-09-20 09:14:25,carol,192.168.0.50,login_success
2025-09-20 09:14:27,alice,192.168.0.2,login_success
2025-09-20 09:14:29,dave,192.168.0.41,login_success
2025-09-20 09:14:31,erin,192.168.0.8,login_success
2025-09-20 09:14:38,alice,192.168.0.36,login_success
2025-09-20 09:14:40,bob,192.168.0.34,login_success
2025-09-20 09:14:46,carol,192.168.0.10,login_success
2025-09-20 09:14:52,carol,192.168.0.58,login_success
2025-09-20 09:14:58,alice,192.168.0.58,login_success
2025-09-20 09:15:02,bob,192.168.0.25,login_success
2025-09-20 09:15:06,carol,192.168.0.12,login_success
2025-09-20 09:15:08,dave,192.168.0.55,login_success
2025-09-20 09:15:13,erin,192.168.0.47,login_success
2025-09-20 09:15:15,carol,192.168.0.41,login_success
2025-09-20 09:15:22,erin,192.168.0.2,login_success
2025-09-20 09:15:27,erin,192.168.0.21,login_success
2025-09-20 09:15:30,alice,192.168.0.58,login_success
2025-09-20 09:15:35,bob,192.168.0.18,login_success
2025-09-20 09:15:42,alice,192.168.0.58,login_success
2025-09-20 09:15:45,alice,192.168.0.49,login_success
2025-09-20 09:15:51,erin,192.168.0.11,login_success
2025-09-20 09:15:56,carol,192.168.0.20,login_success
2025-09-20 09:15:59,erin,192.168.0.15,login_failed
2025-09-20 09:16:01,carol,192.168.0.15,login_success
2025-09-20 09:16:07,carol,192.168.0.34,login_success
2025-09-20 09:16:10,dave,192.168.0.18,login_success
2025-09-20 09:16:14,alice,192.168.0.7,login_success
2025-09-20 09:16:19,dave,192.168.0.55,login_success
2025-09-20 09:16:24,carol,192.168.0.4,login_success
2025-09-20 09:16:30,alice,192.168.0.23,login_success
2025-09-20 09:16:36,bob,192.168.0.42,login_success
2025-09-20 09:16:38,carol,192.168.0.12,login_failed
2025-09-20 09:16:41,dave,192.168.0.37,login_success
2025-09-20 09:16:47,dave,192.168.0.37,login_success
2025-09-20 09:16:54,alice,192.168.0.9,login_success
2025-09-20 09:16:58,alice,192.168.0.58,login_success
2025-09-20 09:17:00,bob,192.168.0.36,login_success
2025-09-20 09:17:06,alice,192.168.0.55,login_success
2025-09-20 09:17:09,carol,192.168.0.39,login_success
2025-09-20 09:17:13,erin,192.168.0.11,login_success
2025-09-20 09:17:18,dave,192.168.0.10,login_success
2025-09-20 09:17:21,alice,192.168.0.21,login_success
2025-09-20 09:17:27,carol,192.168.0.59,login_success
2025-09-20 09:17:29,alice,192.168.0.59,login_success
2025-09-20 09:17:31,carol,192.168.0.15,login_success
2025-09-20 09:17:37,bob,192.168.0.44,login_success
2025-09-20 09:17:41,alice,192.168.0.24,login_failed
2025-09-20 09:17:46,erin,192.168.0.58,login_success
2025-09-20 09:17:53,dave,192.168.0.41,login_success
2025-09-20 09:17:58,bob,192.168.0.17,login_success
2025-09-20 09:18:04,bob,192.168.0.53,login_success
2025-09-20 09:18:08,bob,192.168.0.58,login_success
2025-09-20 09:18:10,dave,192.168.0.3,login_success
2025-09-20 09:18:15,bob,192.168.0.49,login_success
2025-09-20 09:18:22,carol,192.168.0.52,login_success
2025-09-20 09:18:26,dave,192.168.0.53,login_success
2025-09-20 09:18:31,bob,192.168.0.19,login_failed
2025-09-20 09:18:35,bob,192.168.0.52,login_success
2025-09-20 09:18:40,alice,192.168.0.26,login_failed
2025-09-20 09:18:45,alice,192.168.0.56,login_success
2025-09-20 09:18:51,dave,192.168.0.16,login_success
2025-09-20 09:18:56,bob,192.168.0.54,login_success
2025-09-20 09:19:00,dave,192.168.0.24,login_success
2025-09-20 09:19:06,carol,192.168.0.54,login_success
2025-09-20 09:19:08,bob,192.168.0.16,login_success
2025-09-20 09:19:14,alice,192.168.0.44,login_success
2025-09-20 09:19:21,bob,192.168.0.27,login_success
2025-09-20 09:19:27,carol,192.168.0.19,login_success
2025-09-20 09:19:33,alice,192.168.0.51,login_success
2025-09-20 09:19:36,carol,192.168.0.24,login_failed
2025-09-20 09:19:38,erin,192.168.0.27,login_success
2025-09-20 09:19:43,erin,192.168.0.23,login_success
2025-09-20 09:19:50,alice,192.168.0.9,login_success
2025-09-20 09:19:56,carol,192.168.0.13,login_success
2025-09-20 09:19:58,erin,192.168.0.18,login_success
2025-09-20 09:20:01,alice,192.168.0.8,login_success
2025-09-20 09:20:07,erin,192.168.0.29,login_success
2025-09-20 09:20:11,carol,192.168.0.48,login_success
2025-09-20 09:20:17,carol,192.168.0.29,login_success
2025-09-20 09:20:22,erin,192.168.0.34,login_success
2025-09-20 09:20:24,alice,192.168.0.26,login_success
2025-09-20 09:20:29,erin,192.168.0.14,login_success
2025-09-20 09:20:33,carol,192.168.0.4,login_success
2025-09-20 09:20:40,dave,192.168.0.2,login_success
2025-09-20 09:20:43,erin,192.168.0.53,login_success
2025-09-20 09:20:50,erin,192.168.0.45,login_success
2025-09-20 09:20:56,bob,192.168.0.25,login_success
2025-09-20 09:21:03,dave,192.168.0.6,login_success
2025-09-20 09:21:08,carol,192.168.0.41,login_success
2025-09-20 09:21:10,carol,192.168.0.44,login_success
2025-09-20 09:21:14,alice,192.168.0.48,login_success
2025-09-20 09:21:21,carol,192.168.0.34,login_success
2025-09-20 09:21:26,carol,192.168.0.44,login_success
2025-09-20 09:21:28,dave,192.168.0.22,login_success
2025-09-20 09:21:35,dave,192.168.0.46,login_success
2025-09-20 09:21:41,carol,192.168.0.37,login_failed
2025-09-20 09:21:47,bob,192.168.0.14,login_success
2025-09-20 09:21:54,dave,192.168.0.44,login_success
2025-09-20 09:21:59,dave,192.168.0.45,login_success
2025-09-20 09:22:03,bob,192.168.0.41,login_success
2025-09-20 09:22:05,erin,192.168.0.21,login_success
2025-09-20 09:22:07,dave,192.168.0.37,login_success
2025-09-20 09:22:09,alice,192.168.0.21,login_success
2025-09-20 09:22:16,carol,192.168.0.15,login_success
2025-09-20 09:22:18,dave,192.168.0.52,login_success
2025-09-20 09:22:21,erin,192.168.0.40,login_failed
2025-09-20 09:22:28,carol,192.168.0.31,login_success
2025-09-20 09:22:33,dave,192.168.0.30,login_success
2025-09-20 09:22:36,bob,192.168.0.34,login_success
2025-09-20 09:22:39,dave,192.168.0.52,login_success
2025-09-20 09:22:44,bob,192.168.0.44,login_success
2025-09-20 09:22:49,alice,192.168.0.20,login_success
2025-09-20 09:22:54,erin,192.168.0.44,login_failed
2025-09-20 09:23:01,erin,192.168.0.23,login_success
2025-09-20 09:23:03,alice,192.168.0.54,login_success
2025-09-20 09:23:08,bob,192.168.0.45,login_success
2025-09-20 09:23:14,carol,192.168.0.16,login_success
2025-09-20 09:23:18,bob,192.168.0.11,login_success
2025-09-20 09:23:21,alice,192.168.0.4,login_success
2025-09-20 09:23:27,bob,192.168.0.32,login_success
2025-09-20 09:23:30,erin,192.168.0.56,login_success
2025-09-20 09:23:37,alice,192.168.0.31,login_success
2025-09-20 09:23:43,dave,192.168.0.58,login_success
2025-09-20 09:23:45,erin,192.168.0.14,login_success
2025-09-20 09:23:48,dave,192.168.0.33,login_failed
2025-09-20 09:23:50,dave,192.168.0.17,login_success
2025-09-20 09:23:53,bob,192.168.0.43,login_success
2025-09-20 09:24:00,alice,192.168.0.59,login_success
2025-09-20 09:24:02,alice,192.168.0.51,login_success
2025-09-20 09:24:05,dave,192.168.0.16,login_success
2025-09-20 09:24:07,bob,192.168.0.53,login_success
2025-09-20 09:24:14,erin,192.168.0.31,login_success
2025-09-20 09:24:20,alice,192.168.0.37,login_failed
2025-09-20 09:24:27,bob,192.168.0.56,login_success
2025-09-20 09:24:33,alice,192.168.0.31,login_success
2025-09-20 09:24:36,bob,192.168.0.53,login_success
2025-09-20 09:24:38,dave,192.168.0.44,login_success
2025-09-20 09:24:40,erin,192.168.0.37,login_success
2025-09-20 09:24:44,erin,192.168.0.22,login_success
2025-09-20 09:24:49,dave,192.168.0.41,login_success
2025-09-20 09:24:51,erin,192.168.0.29,login_success
2025-09-20 09:24:54,erin,192.168.0.30,login_success
2025-09-20 09:24:57,bob,192.168.0.49,login_success
2025-09-20 09:25:04,dave,192.168.0.30,login_success
2025-09-20 09:25:08,carol,192.168.0.50,login_success
2025-09-20 09:25:10,bob,192.168.0.55,login_success
2025-09-20 09:25:16,carol,192.168.0.51,login_success
2025-09-20 09:25:20,erin,192.168.0.33,login_success
2025-09-20 09:25:26,bob,192.168.0.19,login_success
2025-09-20 09:25:29,dave,192.168.0.6,login_success
2025-09-20 09:25:36,carol,192.168.0.17,login_success
2025-09-20 09:25:39,carol,192.168.0.23,login_success
2025-09-20 09:25:42,carol,192.168.0.59,login_success
2025-09-20 09:25:46,erin,192.168.0.7,login_success
2025-09-20 09:25:49,bob,192.168.0.11,login_success
2025-09-20 09:25:56,bob,192.168.0.26,login_success
2025-09-20 09:26:01,bob,192.168.0.47,login_success
2025-09-20 09:26:04,bob,192.168.0.6,login_success
2025-09-20 09:26:10,dave,192.168.0.28,login_success
2025-09-20 09:26:13,carol,192.168.0.36,login_success
2025-09-20 09:26:16,dave,192.168.0.28,login_success
2025-09-20 09:26:21,alice,192.168.0.15,login_success
2025-09-20 09:26:24,dave,192.168.0.26,login_success
2025-09-20 09:26:27,erin,192.168.0.46,login_success
2025-09-20 09:26:31,alice,192.168.0.56,login_success
2025-09-20 09:26:35,erin,192.168.0.26,login_success
2025-09-20 09:26:37,dave,192.168.0.2,login_success
2025-09-20 09:26:41,carol,192.168.0.21,login_success
2025-09-20 09:26:46,dave,192.168.0.56,login_success
2025-09-20 09:26:48,dave,192.168.0.36,login_success
2025-09-20 09:26:52,erin,192.168.0.53,login_success
2025-09-20 09:26:55,erin,192.168.0.59,login_success
2025-09-20 09:26:59,bob,192.168.0.33,login_success
2025-09-20 09:27:05,bob,192.168.0.19,login_success
2025-09-20 09:27:08,dave,192.168.0.33,login_success
2025-09-20 09:27:14,alice,192.168.0.26,login_success
2025-09-20 09:27:20,carol,192.168.0.44,login_success
2025-09-20 09:27:23,dave,192.168.0.48,login_success
2025-09-20 09:27:25,bob,192.168.0.55,login_success
2025-09-20 09:27:31,dave,192.168.0.10,login_success
2025-09-20 09:27:34,erin,192.168.0.36,login_success
2025-09-20 09:27:36,alice,192.168.0.27,login_success
2025-09-20 09:27:43,erin,192.168.0.38,login_success
2025-09-20 09:27:49,alice,192.168.0.7,login_success
2025-09-20 09:27:54,dave,192.168.0.10,login_success
2025-09-20 09:27:56,dave,192.168.0.13,login_success
2025-09-20 09:28:01,alice,192.168.0.18,login_success
2025-09-20 09:28:08,dave,192.168.0.22,login_success
2025-09-20 09:28:13,bob,192.168.0.31,login_success
2025-09-20 09:28:16,carol,192.168.0.23,login_success
2025-09-20 09:28:23,dave,192.168.0.19,login_success
2025-09-20 09:28:27,dave,192.168.0.18,login_success
2025-09-20 09:28:34,alice,192.168.0.32,login_success
2025-09-20 09:28:39,alice,192.168.0.49,login_success
2025-09-20 09:28:42,erin,192.168.0.5,login_success
2025-09-20 09:28:46,carol,192.168.0.16,login_success
2025-09-20 09:28:48,alice,192.168.0.51,login_success
2025-09-20 09:28:53,alice,192.168.0.50,login_success
2025-09-20 09:28:55,alice,192.168.0.17,login_success
2025-09-20 09:29:02,bob,192.168.0.55,login_success
2025-09-20 09:29:07,alice,192.168.0.41,login_success
2025-09-20 09:29:13,bob,192.168.0.17,login_success
2025-09-20 09:29:18,bob,192.168.0.32,login_success
2025-09-20 09:29:20,alice,192.168.0.38,login_success
2025-09-20 09:29:25,bob,192.168.0.31,login_success
2025-09-20 09:29:28,carol,192.168.0.51,login_success
2025-09-20 09:29:30,carol,192.168.0.12,login_success
2025-09-20 09:29:33,erin,192.168.0.40,login_success
2025-09-20 09:29:40,alice,192.168.0.51,login_success
2025-09-20 09:29:43,bob,192.168.0.21,login_success
2025-09-20 09:29:47,alice,192.168.0.39,login_failed
2025-09-20 09:29:53,alice,192.168.0.21,login_failed
2025-09-20 09:29:59,erin,192.168.0.45,login_success
2025-09-20 09:30:06,dave,192.168.0.27,login_success
2025-09-20 09:30:11,bob,192.168.0.6,login_success
2025-09-20 09:30:18,erin,192.168.0.46,login_success
2025-09-20 09:30:20,bob,192.168.0.8,login_success
2025-09-20 09:30:24,carol,192.168.0.56,login_success
2025-09-20 09:30:30,erin,192.168.0.53,login_failed
2025-09-20 09:30:37,alice,192.168.0.52,login_success
2025-09-20 09:30:42,erin,192.168.0.52,login_success
2025-09-20 09:30:49,alice,192.168.0.24,login_failed
2025-09-20 09:30:56,erin,192.168.0.29,login_success
2025-09-20 09:31:00,carol,192.168.0.6,login_success
2025-09-20 09:31:03,erin,192.168.0.43,login_success
2025-09-20 09:31:06,carol,192.168.0.2,login_success
2025-09-20 09:31:11,dave,192.168.0.54,login_success
2025-09-20 09:31:14,dave,192.168.0.8,login_success
2025-09-20 09:31:18,dave,192.168.0.25,login_success
2025-09-20 09:31:23,dave,192.168.0.47,login_success
2025-09-20 09:31:25,bob,192.168.0.29,login_success
2025-09-20 09:31:32,bob,192.168.0.48,login_success
2025-09-20 09:31:36,erin,192.168.0.43,login_failed
2025-09-20 09:31:42,carol,192.168.0.41,login_success
2025-09-20 09:31:44,erin,192.168.0.51,login_success
2025-09-20 09:31:47,dave,192.168.0.31,login_success
2025-09-20 09:31:50,dave,192.168.0.54,login_failed
2025-09-20 09:31:56,erin,192.168.0.19,login_success
2025-09-20 09:32:01,carol,192.168.0.56,login_success
2025-09-20 09:32:07,bob,192.168.0.55,login_success
2025-09-20 09:32:09,alice,192.168.0.19,login_success
2025-09-20 09:32:16,dave,192.168.0.17,login_success
2025-09-20 09:32:23,dave,192.168.0.38,login_success
2025-09-20 09:32:29,erin,192.168.0.44,login_success
2025-09-20 09:32:34,dave,192.168.0.23,login_success
2025-09-20 09:32:40,alice,192.168.0.33,login_success
2025-09-20 09:32:42,carol,192.168.0.13,login_success
2025-09-20 09:32:46,dave,192.168.0.15,login_success
2025-09-20 09:32:53,carol,192.168.0.53,login_success
2025-09-20 09:32:59,carol,192.168.0.23,login_success
2025-09-20 09:33:01,carol,192.168.0.58,login_success
2025-09-20 09:33:06,erin,192.168.0.46,login_success
2025-09-20 09:33:12,carol,192.168.0.37,login_success
2025-09-20 09:33:16,alice,192.168.0.35,login_success
2025-09-20 09:33:19,bob,192.168.0.7,login_success
2025-09-20 09:33:21,bob,192.168.0.48,login_success
2025-09-20 09:33:23,dave,192.168.0.33,login_success
2025-09-20 09:33:30,erin,192.168.0.50,login_success
2025-09-20 09:33:36,bob,192.168.0.46,login_success
2025-09-20 09:33:38,dave,192.168.0.43,login_success
2025-09-20 09:33:40,dave,192.168.0.30,login_success
2025-09-20 09:33:43,alice,192.168.0.7,login_success
2025-09-20 09:33:47,carol,192.168.0.16,login_success
2025-09-20 09:33:54,dave,192.168.0.46,login_failed
2025-09-20 09:33:58,bob,192.168.0.21,login_success
2025-09-20 09:34:03,erin,192.168.0.25,login_success
2025-09-20 09:34:09,dave,192.168.0.37,login_success
2025-09-20 09:34:16,erin,192.168.0.24,login_success
2025-09-20 09:34:21,dave,192.168.0.49,login_failed
2025-09-20 09:34:23,erin,192.168.0.23,login_success
2025-09-20 09:34:29,carol,192.168.0.46,login_success
2025-09-20 09:34:31,dave,192.168.0.19,login_success
2025-09-20 09:34:38,carol,192.168.0.18,login_success
2025-09-20 09:34:44,bob,192.168.0.9,login_success
2025-09-20 09:34:46,bob,192.168.0.22,login_success
2025-09-20 09:34:52,alice,192.168.0.49,login_success
2025-09-20 09:34:57,erin,192.168.0.50,login_success
2025-09-20 09:35:02,bob,192.168.0.14,login_success
2025-09-20 09:35:08,bob,192.168.0.49,login_success
2025-09-20 09:35:14,dave,192.168.0.19,login_success
2025-09-20 09:35:19,erin,192.168.0.50,login_success
2025-09-20 09:35:23,erin,192.168.0.40,login_success
2025-09-20 09:35:27,carol,192.168.0.8,login_success
2025-09-20 09:35:30,bob,192.168.0.20,login_success
2025-09-20 09:35:36,bob,192.168.0.25,login_success
2025-09-20 09:35:43,bob,192.168.0.21,login_success
2025-09-20 09:35:50,alice,192.168.0.47,login_success
2025-09-20 09:35:53,erin,192.168.0.10,login_failed
2025-09-20 09:35:58,carol,192.168.0.4,login_success
2025-09-20 09:36:05,alice,192.168.0.37,login_success
2025-09-20 09:36:07,carol,192.168.0.46,login_success
2025-09-20 09:36:12,bob,192.168.0.42,login_success
2025-09-20 09:36:17,dave,192.168.0.8,login_success
2025-09-20 09:36:22,alice,192.168.0.38,login_success
2025-09-20 09:36:28,carol,192.168.0.32,login_success
2025-09-20 09:36:31,dave,192.168.0.30,login_success
2025-09-20 09:36:34,carol,192.168.0.13,login_success
2025-09-20 09:36:38,alice,192.168.0.18,login_success
2025-09-20 09:36:40,dave,192.168.0.9,login_success
2025-09-20 09:36:42,alice,192.168.0.27,login_success
2025-09-20 09:36:48,dave,192.168.0.6,login_success
2025-09-20 09:36:53,erin,192.168.0.42,login_success
2025-09-20 09:36:55,alice,192.168.0.11,login_success
2025-09-20 09:37:02,bob,192.168.0.53,login_success
2025-09-20 09:37:08,erin,192.168.0.21,login_success
2025-09-20 09:37:14,alice,192.168.0.17,login_success
2025-09-20 09:37:19,alice,192.168.0.37,login_success
2025-09-20 09:37:22,dave,192.168.0.40,login_success
2025-09-20 09:37:27,erin,192.168.0.52,login_success
2025-09-20 09:37:31,erin,192.168.0.16,login_success
2025-09-20 09:37:34,erin,192.168.0.26,login_success
2025-09-20 09:37:38,dave,192.168.0.30,login_success
